fromCity,toCity,departureTime,passengers,airline
New Delhi,Harbin,1464818280000,224,SK-298
Rongcheng,Tokyo,1465811580000,515,QM-640
Wuhu,Manila,1465561380000,173,OG-243
Hamburg,London,1464526380000,145,WK-524
Guadalajara,Puebla,1465215180000,48,WI-657
Zhangzhou,Guangzhou,1466570040000,59,HN-322
Hohhot,Wuhan,1465373760000,78,SC-413
Liuzhou,Xingtai,1466199300000,21,KG-849
Lagos,Freetown,1465588620000,158,RK-382
Haora,Khulna,1464574740000,37,DN-344
Naucalpan,López Mateos,1466046420000,21,WK-932
Foshan,Hai Phong,1465629120000,19,QI-497
Singapore,Taipei,1465141680000,96,KG-696
Oslo,Duisburg,1464148200000,20,FI-388
Nagpur,Guntur,1465261560000,43,QI-885
Göteborg,Vienna,1466707560000,33,HN-252
Peking,Nanjing,1465865520000,167,UA-419
Chongqing,Jilin,1466473020000,92,QI-858
Chiclayo,Santiago,1464913140000,86,FI-656
Yogyakarta,Tangerang,1466372460000,31,HN-881
Changchun,Guangzhou,1465744200000,90,OG-210
Santo Domingo,Guatemala City,1464254280000,50,WK-396
Saint Petersburg,Göteborg,1464919740000,72,AD-621
Hegang,Jilin,1466651520000,41,WK-846
Mar del Plata,Tucuman,1465291980000,23,CE-937
Karachi,Allahabad,1465674300000,201,QI-760
Qom,Hamadan,1464353880000,24,HN-607
Dehra Dun,Jalandhar,1464835620000,20,UA-960
Changchun,Chongqing,1465454940000,103,TX-492
Rawalpindi,New Delhi,1464287100000,201,AD-546
Taipei,Maanshan,1465673700000,48,WK-290
Madrid,Casablanca,1465377420000,106,HN-325
Rangoon,Tokyo,1464881400000,571,NS-625
Bombay,Ipoh,1465375500000,212,TX-613
Campo Grande,Lima,1464983700000,133,UA-661
Singapore,Semarang,1464420900000,76,UA-606
Zhenjiang,Puyang,1464761160000,20,FI-244
Tokyo,Dubai,1465412880000,518,RK-864
Liuzhou,Taichung,1464941700000,29,KG-476
Taipei,Xining,1465805460000,52,SI-725
Anyang,Jakarta,1466241240000,148,FI-984
Zaporizhzhya,Vienna,1464279120000,37,AD-216
Xian,Wuhan,1466045160000,129,FI-749
Amravati,Gwalior,1466281440000,23,SI-747
Ulhasnagar,Pune,1465590000000,54,UA-299
Los Angeles,Veracruz,1464575700000,70,NS-658
Allahabad,Tashkent,1464638760000,48,FI-792
Bahawalpur,New Delhi,1465716060000,182,AD-756
Wuhan,Luancheng,1465695180000,75,OG-905
Karachi,Nizhniy Novgorod,1466249400000,205,AM-522
Kabul,Tashkent,1466104620000,79,SK-198
Chandigarh,Islamabad,1465814760000,26,QI-650
Stuttgart,Moscow,1465258800000,174,DN-580
Jakarta,Moradabad,1465893180000,147,WK-292
Qinhuangdao,Zhangzhou,1466302140000,21,SK-685
Allahabad,Indore,1464588720000,46,AM-670
Orumiyeh,Moscow,1465785300000,174,QM-203
Monrovia,Conakry,1464990060000,44,SI-848
Bengbu,Bombay,1466725020000,210,SI-853
Liuzhou,Zhangdian,1465806660000,22,UA-668
Ajmer,Surat,1464790200000,54,WI-538
Düsseldorf,Madrid,1464447960000,58,HN-726
Xiamen,Yancheng,1466031840000,19,DN-109
Bombay,Agra,1464148440000,224,AM-317
Yancheng,Xingtai,1465065960000,19,QM-286
Selam,Rajkot,1465921500000,31,EA-543
Nezahualcóyotl,Zapopan,1464878220000,35,CE-599
Nanjing,Xinyang,1464800940000,74,DN-601
Guiyang,Yueyang,1464938700000,26,SC-818
Tokyo,Yaroslavl,1465707660000,509,HN-597
Liuzhou,Tokyo,1464726840000,512,RK-187
Kampala,Luanda,1465570740000,65,OG-833
London,Amsterdam,1466458860000,129,WI-553
Peking,Allahabad,1464625920000,135,HN-984
Ahmadabad,Agra,1464990120000,81,KG-798
Bangkok,Sholapur,1464943140000,96,TX-223
Mar del Plata,Rosario,1466265360000,29,QI-825
Seoul,Ho Chi Minh City,1466471340000,219,EA-705
Delhi,Dehra Dun,1465585260000,181,FI-195
Torreón,Mexico,1464279540000,146,KG-889
Lahore,Baghdad,1465276740000,190,AD-630
Kaifeng,Zhangzhou,1464983220000,18,CE-860
Amritsar,Ulhasnagar,1464437280000,25,AD-315
Genoa,Madrid,1464393960000,58,QM-897
Haikou,Liuzhou,1466443620000,21,SI-277
Sholapur,Bhubaneswar,1465610280000,27,HN-933
Tangshan,Peking,1466605620000,151,HN-906
Chongqing,Hefei,1465639260000,85,HN-249
Moradabad,Aligarh,1465128300000,23,KG-805
Cordoba,Mar del Plata,1465959720000,33,RK-785
Mandalay,Bangkok,1465826280000,100,WK-209
Pimpri,Warangal,1466117220000,29,SC-380
Xian,Taichung,1466065980000,79,EA-542
Zaporizhzhya,Krasnodar,1466378100000,22,AM-497
Surat,Sholapur,1464508800000,61,EA-462
Shaoyang,Xuzhou,1466248680000,29,TX-295
Vilnius,Cracow,1465973580000,20,QM-991
Nanning,Tokyo,1466422380000,512,AM-471
Maanshan,Anshan,1464407820000,27,QI-594
Langfang,Xiamen,1465194240000,20,QI-322
Raipur,Bangalore,1466430240000,89,SI-879
Seoul,Peking,1466200020000,282,FI-467
Bekasi,Jakarta,1466105520000,159,AM-294
Moscow,Paris,1464351840000,198,RK-736
Kunming,Chengdu,1464941160000,79,SI-104
Srinagar,New Delhi,1466385720000,189,SC-731
Xianyang,Bombay,1466469660000,218,QM-175
Datong,Yingkou,1465056060000,26,OG-706
Maceió,Belém,1465871040000,37,UA-298
Wuhan,Shanghai,1464331740000,298,SC-800
Multan,Lahore,1465950780000,123,QI-879
Manila,Qinhuangdao,1465999020000,177,QM-553
Tokyo,Stockholm,1465704900000,519,WK-198
Changchun,Nanchang,1466652000000,70,DN-198
Ahmadabad,Sholapur,1465728240000,74,UA-781
Jinzhou,Yancheng,1464848520000,19,EA-187
Tokyo,Patna,1465689000000,525,RK-698
Guadalupe,Tokyo,1466277240000,511,KG-485
Tokyo,Wuhan,1464809760000,566,SK-469
Curitiba,São Paulo,1464371700000,186,CE-213
Jakarta,Jamshedpur,1464836160000,145,TX-358
Bengbu,Jiaozuo,1466406480000,17,RK-968
Eskisehir,Cairo,1466697600000,131,CE-893
Sagamihara,Seoul,1465475880000,174,KG-427
Port Said,Mecca,1465598520000,27,QM-488
Bulawayo,Tokyo,1466070960000,514,WI-351
Moscow,Tokyo,1466504340000,664,RK-277
Haora,Karachi,1466234100000,200,SK-415
Bombay,Jakarta,1466444400000,337,QM-873
Tainan,Luoyang,1464780780000,33,TX-362
Yueyang,Qingdao,1464615660000,34,SK-655
Jiangmen,Haikou,1465993740000,18,SK-632
Zhuzhou,New Delhi,1464303840000,184,OG-430
Hegang,Nagoya,1464949860000,46,QM-254
Shanghai,Bogor,1464394980000,244,DN-861
Kobe,Mudanjiang,1466029260000,34,OG-597
Kobe,Hamamatsu,1465512240000,33,DN-279
Guwahati,Bombay,1464460860000,215,QM-276
Matola,Lusaka,1465103580000,28,DN-773
Ranchi,Kalyan,1465582320000,35,HN-208
Pune,Tashkent,1466000040000,78,EA-694
Visakhapatnam,Madras,1465236180000,85,AD-824
Visakhapatnam,Rangoon,1465620900000,88,EA-430
Peshawar,Islamabad,1465374060000,31,AM-461
Warsaw,Bursa,1465578300000,48,HN-170
Jiamusi,Fushun,1464582480000,30,AD-250
Seoul,Qiqihar,1465717980000,177,KG-516
Kabul,Ajmer,1464662940000,56,OG-674
Madras,Selam,1465552320000,81,HN-854
Chiclayo,Cali,1466618700000,47,SK-149
Toluca,Tokyo,1464154680000,508,WI-884
Tainan,Dalian,1465683060000,43,WK-943
Hefei,Qinhuangdao,1464720660000,34,TX-531
Shenyang,Tianjin,1465774440000,115,UA-420
Yueyang,Cangzhou,1464373980000,16,QM-652
Barquisimeto,Ciudad Guayana,1465524060000,24,KG-643
Izmir,London,1465429200000,157,KG-788
Lima,Naucalpan,1466337780000,134,QI-720
Islamabad,Multan,1466144940000,34,WI-876
Tokyo,Tlalnepantla,1466463180000,511,DN-115
Jakarta,Foshan,1465667400000,145,KG-576
Maisuru,Shanghai,1464880320000,245,HN-258
Peking,Sagamihara,1466434380000,129,QI-560
Qingdao,Chengdu,1466017440000,88,CE-540
Hefei,Nanjing,1465813080000,71,WI-729
Gorakhpur,Ahmadabad,1466624220000,69,SI-617
Seoul,Jakarta,1464791880000,299,NS-268
Lakhnau,Manila,1466275080000,205,CE-365
Wenzhou,Zhenjiang,1464217140000,23,WI-521
Taiyuan,Shanghai,1466359140000,275,RK-518
Agadir,London,1465873320000,128,SC-836
Karachi,Rasht,1464509340000,194,WK-534
New Delhi,Umm Durman,1464539220000,218,AM-985
Bangkok,Chandigarh,1465932720000,95,NS-184
Shenyang,Xinyang,1464358200000,81,NS-969
Varanasi,Kota,1465236240000,30,SK-639
Thana,Rangoon,1465064700000,94,CE-305
Zhangdian,Manila,1465348560000,176,FI-361
Hangzhou,Jinan,1466486820000,62,WI-464
Shanghai,Xiamen,1465461060000,241,OG-514
Rajkot,Jaipur,1466416200000,61,FI-144
Campo Grande,Duque de Caxias,1464545880000,24,WI-829
Tokyo,Kolhapur,1464349140000,508,QM-714
Kitakyushu,Shanghai,1465069140000,247,RK-250
Bursa,Tabriz,1465224720000,45,QM-724
Istanbul,Ouagadougou,1466056320000,171,TX-961
Freetown,Kano,1465736520000,76,AD-680
Kaifeng,Zhanjiang,1466461500000,19,OG-667
Huaiyin,Suzhou,1464685860000,30,EA-359
Kobe,Delhi,1465928100000,197,OG-270
Philadelphia,New York,1464355740000,151,QM-921
Johannesburg,Pietermaritzburg,1466643600000,44,TX-726
Wenzhou,Taian,1464598920000,25,HN-820
Manila,Yangzhou,1466206380000,174,KG-778
Ouagadougou,Ibadan,1465099020000,73,CE-690
Krasnodar,Eskisehir,1465558800000,18,RK-770
Jerusalem,Moscow,1466213460000,176,CE-386
Fushun,Tangshan,1464276000000,54,AM-971
Kiev,Ankara,1464283860000,95,CE-174
Hohhot,New Delhi,1465536180000,185,AM-542
Huainan,Changde,1466342580000,24,DN-913
Tokyo,Tashkent,1464164820000,531,SI-597
Shanghai,Neijiang,1465132800000,240,QM-771
Kaifeng,Shanghai,1466566500000,241,QM-927
Tokyo,Kuching,1466426880000,509,KG-656
Omsk,Tokyo,1465980360000,517,UA-660
Bombay,Tashkent,1465526160000,233,CE-331
Culiacán,López Mateos,1466104260000,17,EA-573
Jacksonville,Lima,1465357560000,134,KG-626
Xian,Kaifeng,1464843420000,71,NS-799
Dortmund,Cologne,1464818700000,24,SI-769
Delhi,Padang,1464307860000,186,WK-410
Karachi,Krasnodar,1466029680000,194,RK-698
Tokyo,Hiroshima,1465181820000,518,UA-290
Karachi,Manila,1465070100000,350,EA-832
Gujranwala,Nagpur,1465065360000,57,NS-400
Marseille,Cologne,1466143440000,27,DN-324
Indore,Shanghai,1465414620000,261,WI-720
Vadodara,Vijayawada,1466550780000,36,RK-300
Lvov,Cracow,1466304480000,25,FI-165
Zhenjiang,Yangzhou,1466598600000,18,FI-723
New Delhi,Dubai,1466525280000,191,SC-739
São Paulo,Recife,1465531860000,182,KG-912
Marseille,Fez,1465247340000,31,TX-307
Zigong,Tokyo,1466684160000,510,QM-485
Tokyo,Mudanjiang,1465011600000,510,OG-570
Shenyang,Langfang,1466693220000,67,SC-219
Shaoguan,Taichung,1465875960000,27,QM-744
Durban,Beira,1466562480000,57,UA-832
New Delhi,Kinshasa,1466433900000,297,WI-231
Hanover,Vilnius,1464996540000,16,SC-549
Peking,Ulaanbaatar,1465963800000,132,AD-490
Varanasi,Jamshedpur,1466503920000,28,QI-296
Dhaka,Bareli,1464401880000,114,WK-127
Tokyo,Adelaide,1466732700000,517,UA-594
Kobe,Peking,1465229520000,143,TX-165
Rangoon,Xining,1466101860000,83,AM-624
Taizhou,Pingdingshan,1465802640000,23,EA-212
Ürümqi,Shanghai,1465848300000,255,TX-592
Karachi,Neijiang,1466075220000,193,SK-240
Bangkok,Xianyang,1464341280000,97,UA-278
Selam,Bhubaneswar,1466680260000,24,DN-287
Bekasi,Rangoon,1465960800000,95,EA-413
Hyderabad,Calcutta,1466385360000,130,OG-438
Budapest,Baghdad,1466455380000,117,SK-526
Washington,Philadelphia,1465977180000,31,UA-405
Abidjan,Lagos,1465587780000,198,RK-496
Xianyang,Peking,1464697260000,135,NS-374
Ningbo,Suzhou,1464740940000,32,NS-746
Maanshan,Seoul,1466203440000,172,OG-293
São Paulo,Guarulhos,1465294740000,177,SC-231
Samara,Cairo,1465348740000,140,WI-446
Bandung,Kuala Lumpur,1465636920000,50,AD-788
Shenyang,Datong,1466352960000,72,EA-776
Lakhnau,Ludhiana,1464989400000,63,AD-124
Dublin,Berlin,1466231040000,70,HN-609
Dhaka,Ghaziabad,1464299040000,122,HN-193
Istanbul,Mashhad,1465607400000,192,QM-395
Gujranwala,Moscow,1466695260000,186,AD-849
Vijayawada,Calcutta,1465149660000,87,SK-542
Pune,Surat,1466400240000,92,AM-924
Jilin,Bengbu,1465211700000,39,HN-797
Algiers,Stuttgart,1464523920000,40,QI-499
Yangzhou,Wuhu,1465811520000,16,HN-599
Wuhu,Guilin,1464908040000,18,AD-539
Baku,Beirut,1464455280000,37,SI-984
Ibadan,Accra,1466377920000,87,OG-860
Tangshan,Ningbo,1464427140000,44,CE-694
Dhaka,Varanasi,1466137440000,121,DN-865
Qingdao,Bangkok,1464961920000,107,WK-474
Puyang,Zhangjiakou,1465856940000,21,AM-518
Langfang,Delhi,1466377620000,185,HN-739
Surat,Gujranwala,1465751820000,67,NS-922
Bogotá,Arequipa,1464712380000,126,KG-592
Zaragoza,Rome,1465679220000,52,QM-426
Zhangdian,Tokyo,1466182800000,510,CE-591
Cairo,Lagos,1465104960000,262,SC-343
Mecca,Delhi,1464703920000,192,OG-347
Monrovia,Kano,1464984840000,72,RK-484
Hyderabad,Surat,1465934700000,103,UA-336
Tokyo,Semarang,1465555920000,520,CE-958
Rongcheng,Tangshan,1466475900000,48,DN-686
Lagos,Accra,1466689920000,170,SC-719
New Delhi,Istanbul,1464513540000,329,SK-606
Guatemala,Lima,1466596260000,136,UA-549
Sharjah,Karachi,1466029920000,193,AM-269
Riyadh,Moscow,1465002660000,219,HN-938
Fuzhou,Karachi,1465772100000,203,WI-347
Allahabad,Amritsar,1466182980000,34,AM-232
Tlalnepantla,Chihuahua,1465745400000,22,WK-326
Ahmadabad,Pune,1464168300000,105,OG-550
London,Brussels,1464648240000,134,EA-673
Bangkok,Madras,1465241340000,149,HN-603
Palermo,Tripoli,1465942560000,28,WI-965
Maracaibo,Lima,1464601440000,152,KG-284
Nanchang,Tokyo,1465945920000,529,DN-199
Seoul,Allahabad,1464312120000,181,KG-430
Kalyan,Ludhiana,1465888860000,44,SI-872
Zaporizhzhya,Moscow,1464411060000,177,KG-466
Raipur,Bombay,1466652540000,212,SC-990
Lahore,Bombay,1464207300000,301,AM-260
Colombo,Rajkot,1466489820000,28,CE-196
Foshan,Taichung,1466421960000,27,KG-923
Tokyo,Soweto,1465316160000,526,SK-170
Patna,Jamshedpur,1464816120000,35,FI-656
Warri,Lagos,1465514340000,148,UA-594
Shenzhen,Hengyang,1466191560000,27,AM-364
Mashhad,Dushanbe,1465606800000,45,WK-376
Kota,Bombay,1464990780000,213,RK-917
Istanbul,Bhavnagar,1466382300000,164,WK-358
Mogadishu,Istanbul,1465369800000,196,DN-794
Konya,Baghdad,1465045980000,104,SK-212
Bangalore,Esfahan,1465112100000,102,UA-825
Winnipeg,Milwaukee,1464639420000,19,SI-629
Zhenjiang,Taian,1465049280000,21,SC-741
Tokyo,Benxi,1465234200000,515,SK-784
Madurai,Patna,1465072860000,39,HN-858
Calcutta,Lakhnau,1464611460000,112,NS-878
Cairo,Kalyan,1466210580000,142,OG-899
Voronezh,Riyadh,1464239100000,68,SC-380
Houston,Juarez,1465940220000,54,UA-176
Xian,Shanghai,1464864540000,294,KG-865
Kiev,Voronezh,1465731780000,53,AM-183
Belo Horizonte,Teresina,1466377740000,49,NS-703
Izmir,Milan,1464588420000,58,SK-810
Suzhou,Lanzhou,1465450080000,43,EA-391
Ghaziabad,Dushanbe,1465335960000,27,EA-873
Xian,Hiroshima,1464443700000,80,SI-687
Madras,Pimpri,1464622920000,89,SK-813
Morelia,Mexico,1465149720000,147,DN-363
Harbin,Funabashi,1465725660000,60,QM-585
Shenzhen,Foshan,1464360720000,25,SI-773
Phnum Pénh,Hyderabad,1466004540000,82,SC-829
Shiraz,Shanghai,1466089020000,251,AD-453
Shanghai,Jiamusi,1464205440000,240,SK-694
Tangshan,Anshan,1466673060000,51,HN-647
Shiliguri,New Delhi,1466063580000,181,SI-502
Kanpur,Surat,1465416420000,90,HN-766
Karachi,Orumiyeh,1464828180000,194,NS-562
Santo André,São Bernardo do Campo,1465525620000,22,CE-516
Ipoh,Shanghai,1465086900000,242,WK-111
Huainan,Changzhou,1465528140000,31,UA-189
Huaibei,Manila,1466693280000,180,SK-639
Madras,Jodhpur,1465079460000,83,RK-169
Karachi,Aleppo,1465087380000,218,AM-357
Zhangdian,New Delhi,1466332440000,184,SI-628
Sarajevo,Antalya,1466281320000,23,FI-924
Shanghai,Fushun,1465957260000,254,OG-444
Accra,Cotonou,1465841100000,42,QM-287
Tokyo,Fuxin,1464690060000,510,SC-983
Istanbul,Umm Durman,1466031120000,200,SK-561
Cologne,Paris,1466326500000,48,QI-143
Jilin,Tokyo,1465266240000,529,RK-511
Seoul,Irkutsk,1465218420000,173,CE-193
Visakhapatnam,Delhi,1465382340000,190,EA-662
Delhi,Aligarh,1464728820000,185,OG-151
Manila,Moradabad,1465421160000,177,QM-672
Wuhan,Tokyo,1465140060000,566,OG-590
Recife,Belo Horizonte,1466418720000,61,EA-185
Tokyo,Visakhapatnam,1465345440000,516,TX-172
Thana,Lakhnau,1464260100000,62,TX-321
Hegang,Peking,1465539780000,130,RK-352
Baghdad,Bucharest,1464349740000,119,DN-456
Kota,Agra,1465445100000,34,AM-560
Sofia,Kayseri,1464200400000,26,WI-821
Medan,Wuhan,1465438380000,94,QI-965
Nanjing,Xingtai,1465541280000,58,UA-789
Tokyo,Arak,1464756060000,507,FI-478
Jiangmen,Yangzhou,1465433700000,17,QM-313
Ahmadabad,Madurai,1465156320000,73,SK-514
Bhopal,New Delhi,1465691040000,198,WK-136
London,Marrakesh,1465014060000,132,HN-759
Seoul,Shenyang,1464431520000,219,RK-394
Bombay,Quetta,1464487080000,213,NS-673
Zhuzhou,Yueyang,1464657660000,19,SC-814
Yerevan,Kryvyy Rih,1465598640000,27,HN-670
Abeokuta,Ouagadougou,1465450020000,25,SC-398
Calcutta,Ghaziabad,1464233460000,92,AD-255
Pune,Calcutta,1464424200000,120,SK-294
Paris,Rabat,1465813860000,63,UA-677
Baku,Saratov,1464925260000,31,SI-327
Shanghai,Pingdingshan,1466396040000,246,SC-962
Istanbul,Tolyatti,1466697420000,167,QI-766
Neijiang,Guangzhou,1464404760000,58,TX-843
Asmara,Addis Abeba,1466456940000,52,DN-258
Xiamen,Tokyo,1464476880000,509,AD-695
Bursa,Kiev,1464926820000,62,SK-421
Zhuhai,Wuhu,1466422200000,16,QI-661
Lima,Nezahualcóyotl,1465132140000,141,SI-457
Xian,Guilin,1465640160000,73,DN-694
Baghdad,Orumiyeh,1465297200000,99,WK-637
Veracruz,Mexico,1464163860000,147,WI-964
Tokyo,Indore,1465450080000,529,WK-807
Wahran,London,1466193960000,128,QM-946
Xuzhou,Zhangdian,1464639240000,29,OG-147
Cebu,Tokyo,1464274680000,512,RK-961
Port Harcourt,Ibadan,1466732520000,74,DN-758
Cairo,Ibadan,1464636120000,179,EA-297
Xiamen,Tokyo,1465607100000,509,RK-445
Surat,Pimpri,1466522640000,66,KG-533
Guadalajara,Culiacán,1464214740000,35,RK-408
Aurangabad,Tokyo,1464948300000,516,WI-592
Santiago,Asunción,1465617060000,84,RK-963
Santo André,São Paulo,1464246480000,169,EA-858
Jamshedpur,Bangalore,1465016280000,88,WI-371
Mersin,Damascus,1465432260000,34,CE-328
Krasnodar,Jerusalem,1465329060000,21,SI-277
Mexico,Mérida,1464523380000,149,CE-612
Lagos,Kano,1465127220000,197,QI-677
Depok,Bekasi,1465538580000,43,QI-952
Tokyo,Hachioji,1465876620000,509,QI-449
Seoul,Anshan,1464679320000,183,TX-136
Guangzhou,Shaoguan,1466250360000,60,HN-251
Kabul,Bhopal,1465544100000,73,SC-270
Manila,Haikou,1464251940000,175,WK-215
Düsseldorf,Paris,1464880620000,42,QI-658
Alexandria,Istanbul,1466386680000,216,UA-452
Xinxiang,Shanghai,1464681720000,243,SC-763
Marseille,Moscow,1464591300000,177,AM-991
Gujranwala,Khulna,1465106940000,43,KG-647
Pimpri,Kanpur,1465071120000,65,NS-467
Calcutta,Kuala Lumpur,1464520620000,96,AD-391
Zaria,Istanbul,1466575800000,171,AD-171
Delhi,Ahmadabad,1465099680000,232,UA-217
Tokyo,Durgapur,1465349100000,508,WK-795
Hangzhou,Zhangzhou,1464936660000,39,DN-130
Qingdao,Delhi,1466488680000,199,KG-501
Taian,Changchun,1464660540000,52,HN-138
Bombay,New Delhi,1464473100000,375,CE-707
Bombay,Hiroshima,1464259980000,219,AD-266
Riyadh,Bayrut,1466225340000,74,CE-337
Dehra Dun,Nagpur,1466397780000,43,QM-718
Istanbul,Port Said,1465234320000,164,HN-863
London,Dublin,1464426900000,134,AD-520
Beira,Soweto,1464238020000,35,OG-301
Rio de Janeiro,Abidjan,1465499400000,154,TX-501
Fuxin,Hohhot,1465758300000,23,HN-671
Bhilai,Chongqing,1465087980000,72,KG-980
Thana,Lahore,1464315120000,123,KG-750
Rangoon,Madurai,1465930500000,85,DN-988
Kirkuk,Tokyo,1465619640000,509,UA-702
Shanghai,Yueyang,1466315400000,240,SC-464
Xinxiang,Shenyang,1466085780000,67,DN-331
Tembisa,Bulawayo,1464714540000,22,OG-814
Yerevan,New Delhi,1464868140000,190,SK-863
Ha Noi,New Delhi,1466094240000,196,WI-166
Manila,Yingkou,1464364080000,175,TX-930
Tokyo,Vadodara,1465661700000,522,NS-734
Taipei,Seoul,1464706860000,203,AM-404
Milan,Rome,1464972660000,60,KG-526
Kanpur,Ajmer,1465166040000,53,RK-556
Colombo,Ahmadabad,1465462800000,69,TX-450
Tokyo,Jiangmen,1464886260000,508,EA-890
Ha Noi,Tokyo,1465969920000,522,WK-316
Aguascalientes,San Luis Potosí,1466619660000,21,EA-337
Shaoguan,Wenzhou,1466616900000,23,WK-684
Maputo,Bulawayo,1464897960000,33,SI-568
Antipolo,Ha Noi,1464423000000,31,SI-241
Qom,Dubai,1466561940000,34,TX-137
Istanbul,New Delhi,1466726400000,329,UA-323
Ha Noi,Huaibei,1466218860000,37,QI-871
Baghdad,Dubai,1466454000000,108,QI-329
Sholapur,Faisalabad,1465416240000,55,QM-145
Dar es Salaam,Lubumbashi,1465505700000,64,FI-637
Makasar,Davao,1465864320000,40,SI-816
Delhi,Ulhasnagar,1466483460000,181,EA-121
Harare,Johannesburg,1466275020000,67,KG-661
Taian,Kunming,1466155800000,28,FI-335
Cairo,Sofia,1465670280000,139,UA-619
Lanzhou,Ho Chi Minh City,1464735360000,77,QI-603
Bombay,Zhanjiang,1464590220000,211,AD-955
Delhi,Changde,1466600880000,181,KG-920
Zhangzhou,Shenyang,1466612880000,65,UA-979
Delhi,Tianjin,1466278560000,233,KG-168
Kermanshah,Baghdad,1465020360000,102,RK-408
Tanggu,Fuzhou,1464535020000,27,FI-870
Bahawalpur,Multan,1465916760000,31,RK-449
Kuala Lumpur,Palembang,1465779600000,42,TX-326
Saint Petersburg,Dortmund,1464549240000,73,FI-294
Tokyo,Bareli,1464299880000,511,NS-790
Tashkent,New Delhi,1464221160000,204,KG-288
Kaifeng,Qingdao,1465326900000,35,NS-232
Taipei,Shaoguan,1464490800000,49,RK-349
New Delhi,Huainan,1464785520000,189,FI-100
Bengbu,Yingkou,1464374580000,18,HN-959
Mendoza,Salta,1465867380000,24,WI-363
Jakarta,Tangshan,1466551440000,168,UA-111
Sofia,Jerusalem,1466124360000,28,SI-957
Anshan,Xiamen,1466727180000,28,UA-679
Bursa,Alexandria,1466277360000,82,AM-786
Paris,Zaragoza,1464148980000,43,UA-714
Rasht,Tashkent,1466703300000,40,RK-356
New Delhi,Ankara,1464806940000,229,CE-125
Tokyo,Bekasi,1466207100000,524,QM-922
Tokyo,Mexicali,1464437880000,509,WI-506
Xiamen,Seoul,1465815000000,173,HN-668
Aligarh,Ulhasnagar,1465927380000,20,AM-482
Zhuzhou,Seoul,1465175580000,175,NS-672
New Delhi,Bekasi,1465958760000,197,QI-105
Tangshan,Tokyo,1464321240000,532,NS-669
Rajshahi,Ahmadabad,1465860360000,70,QI-469
Moscow,Beirut,1465571940000,184,WI-791
Tripoli,Cairo,1466305740000,141,FI-257
Adana,Lahore,1466345580000,120,TX-935
Madras,Guntur,1465956420000,77,OG-495
Lahore,Bombay,1466211300000,301,UA-186
Puyang,Shanghai,1466264460000,242,AD-817
Seoul,Shenyang,1465106400000,219,TX-460
Tokyo,Nanchang,1465798260000,529,QM-757
Dhaka,Hangzhou,1466243220000,132,CE-502
Tokyo,Cologne,1464391860000,515,AM-841
Genoa,Tokyo,1466497200000,509,AM-276
Vijayawada,Surat,1464287340000,59,CE-500
Nagpur,Karachi,1465641240000,220,QI-915
Jabalpur,Lakhnau,1464284040000,55,UA-586
Tokyo,Istanbul,1464959220000,655,TX-647
Pimpri,Tokyo,1465484760000,520,FI-354
Wenzhou,Peking,1465675980000,132,OG-596
Berlin,Oslo,1466029140000,66,RK-958
Taipei,Jiangmen,1465750320000,48,SK-425
Gold Coast,Tokyo,1464169380000,507,QI-423
Bengbu,Nanchang,1466346660000,38,AM-489
Calcutta,Gorakhpur,1465387560000,84,QM-291
Jiangmen,Zhuzhou,1465079640000,19,SC-289
Tokyo,Neijiang,1466689500000,508,QM-916
Columbus,Tokyo,1466168100000,511,FI-434
New Delhi,Jaipur,1465049160000,216,QI-894
Visakhapatnam,Khulna,1466359500000,38,SC-872
Saltillo,Tokyo,1464956580000,509,QI-713
Yantai,Dalian,1464418080000,43,OG-652
Surabaya,Petaling Jaya,1465277940000,45,SK-786
Wenzhou,Seoul,1465759020000,177,UA-782
Gizeh,Esfahan,1464944040000,63,NS-433
Libreville,Ogbomosho,1464400140000,22,RK-560
Warangal,Kanpur,1464357480000,53,CE-177
Naucalpan,Austin,1466705160000,24,QI-201
Shenzhen,Shenyang,1466004660000,71,QM-251
